Sample,Site,Drainage,G1,G2,G3,G4,G5,G6,G7,G8,G9,S1,S2,S3,S4,S5,S6,S7,S8,S9,Ai,STi
G101161M10,Marianne 10,North slope,Pore-DAB*236,Pore-DAB*208,Pore-DAB*248,,,,,,,5,4,10,,,,,,,3,3
G101161-M10,Marianne 10,North Slope,Pore-DAB*248,Pore-DAB*229,Pore-DAB*231,Pore-DAB*250,,,,,,10,15,15,3,,,,,,4,3
G101162M10,Marianne 10,North slope,Pore-DAB*243,,,,,,,,,4,,,,,,,,,1,1
G101163M10,Marianne 10,North slope,Pore-DAB*232,Pore-DAB*241,,,,,,,,4,4,,,,,,,,2,1
G101164M10,Marianne 10,North slope,Pore-DAB*243,Pore-DAB*237,,,,,,,,4,4,,,,,,,,2,1
G101165M10,Marianne 10,North slope,Pore-DAB*248,Pore-DAB*244,Pore-DAB*240,,,,,,,10,15,4,,,,,,,3,3
G101165-M10,Marianne 10,North Slope,Pore-DAB*248,Pore-DAB*244,Pore-DAB*240,,,,,,,10,15,4,,,,,,,3,3
G101166-M10,Marianne 10,North Slope,Pore-DAB*251,Pore-DAB*242,,,,,,,,15,4,,,,,,,,2,2
G101167M10,Marianne 10,North slope,Pore-DAB*233,Pore-DAB*251,,,,,,,,4,15,,,,,,,,2,2
G101168M10,Marianne 10,North slope,Pore-DAB*246,Pore-DAB*233,,,,,,,,15,4,,,,,,,,2,2
G101169M10,Marianne 10,North slope,Pore-DAB*244,Pore-DAB*243,,,,,,,,15,4,,,,,,,,2,2
G101170M10,Marianne 10,North slope,Pore-DAB*231,Pore-DAB*237,,,,,,,,15,4,,,,,,,,2,2
G101170-M10,Marianne 10,North Slope,Pore-DAB*237,Pore-DAB*231,,,,,,,,4,15,,,,,,,,2,2
G101171M10,Marianne 10,North slope,Pore-DAB*246,Pore-DAB*233,,,,,,,,15,4,,,,,,,,2,2
G101172M10,Marianne 10,North slope,Pore-DAB*230,Pore-DAB*229,,,,,,,,4,15,,,,,,,,2,2
G101172-M10,Marianne 10,North Slope,Pore-DAB*230,Pore-DAB*229,,,,,,,,4,15,,,,,,,,2,2
G101173M10,Marianne 10,North slope,Pore-DAB*244,Pore-DAB*235,,,,,,,,15,4,,,,,,,,2,2
G101173-M10,Marianne 10,North Slope,Pore-DAB*235,Pore-DAB*244,,,,,,,,4,15,,,,,,,,2,2
G101175M10,Marianne 10,North slope,Pore-DAB*248,Pore-DAB*246,Pore-DAB*244,,,,,,,10,15,15,,,,,,,3,2
G101176M10,Marianne 10,North slope,Pore-DAB*237,Pore-DAB*251,,,,,,,,4,15,,,,,,,,2,2
G101177M10,Marianne 10,North slope,Pore-DAB*244,Pore-DAB*243,,,,,,,,15,4,,,,,,,,2,2
G101178M10,Marianne 10,North slope,Pore-DAB*248,Pore-DAB*244,Pore-DAB*239,,,,,,,10,15,4,,,,,,,3,3
G101179M10,Marianne 10,North slope,Pore-DAB*233,Pore-DAB*238,,,,,,,,4,4,,,,,,,,2,1
G101180M10,Marianne 10,North slope,Pore-DAB*246,Pore-DAB*233,,,,,,,,15,4,,,,,,,,2,2
G101181M10,Marianne 10,North slope,Pore-DAB*251,Pore-DAB*239,,,,,,,,15,4,,,,,,,,2,2
G101182M10,Marianne 10,North slope,Pore-DAB*244,Pore-DAB*238,,,,,,,,15,4,,,,,,,,2,2
G101192M10,Marianne 10,North slope,Pore-DAB*251,Pore-DAB*228,,,,,,,,15,4,,,,,,,,2,2
G101192-M10,Marianne 10,North Slope,Pore-DAB*228,Pore-DAB*251,,,,,,,,4,15,,,,,,,,2,2
G101193M10,Marianne 10,North slope,Pore-DAB*242,Pore-DAB*234,,,,,,,,4,4,,,,,,,,2,1
G101193-M10,Marianne 10,North Slope,Pore-DAB*242,Pore-DAB*234,,,,,,,,4,4,,,,,,,,2,1
G101194M10,Marianne 10,North slope,Pore-DAB*244,Pore-DAB*251,,,,,,,,15,15,,,,,,,,2,1
G101195M10,Marianne 10,North slope,Pore-DAB*244,Pore-DAB*233,,,,,,,,15,4,,,,,,,,2,2
G101196M10,Marianne 10,North slope,Pore-DAB*248,Pore-DAB*245,Pore-DAB*243,,,,,,,10,15,4,,,,,,,3,3
G101196-M10,Marianne 10,North Slope,Pore-DAB*248,Pore-DAB*245,Pore-DAB*243,,,,,,,10,15,4,,,,,,,3,3
G101198-M10,Marianne 10,North Slope,Pore-DAB*511,Pore-DAB*234,,,,,,,,4,4,,,,,,,,2,1
Petite Marianne-p3_2F,Marianne 11,North Slope,Pore-DAB*234,Pore-DAB*233,,,,,,,,4,4,,,,,,,,2,1
Petite Marianne-p3_2G,Marianne 11,North Slope,Pore-DAB*233,Pore-DAB*251,,,,,,,,4,15,,,,,,,,2,2
Petite Marianne-p3_2H,Marianne 11,North Slope,Pore-DAB*248,Pore-DAB*244,Pore-DAB*237,,,,,,,10,15,4,,,,,,,3,3
Petite Marianne-p3_3A,Marianne 11,North Slope,Pore-DAB*242,Pore-DAB*804,,,,,,,,4,4,,,,,,,,2,1
Petite Marianne-p3_3B,Marianne 11,North Slope,Pore-DAB*251,Pore-DAB*233,,,,,,,,15,4,,,,,,,,2,2
Petite Marianne-p3_3C,Marianne 11,North Slope,Pore-DAB*251,Pore-DAB*233,,,,,,,,15,4,,,,,,,,2,2
Petite Marianne-p3_3D,Marianne 11,North Slope,Pore-DAB*251,Pore-DAB*233,,,,,,,,15,4,,,,,,,,2,2
Petite Marianne-p3_3E,Marianne 11,North Slope,Pore-DAB*696,Pore-DAB*715,,,,,,,,4,4,,,,,,,,2,1
Petite Marianne-p3_3F,Marianne 11,North Slope,Pore-DAB*251,Pore-DAB*699,,,,,,,,15,4,,,,,,,,2,2
Petite Marianne-p3_3H,Marianne 11,North Slope,Pore-DAB*251,Pore-DAB*248,,,,,,,,15,10,,,,,,,,2,2
Petite Marianne-p3_4A,Marianne 11,North Slope,Pore-DAB*244,Pore-DAB*237,,,,,,,,15,4,,,,,,,,2,2
Petite Marianne-p3_4B,Marianne 11,North Slope,Pore-DAB*244,Pore-DAB*233,,,,,,,,15,4,,,,,,,,2,2
Petite Marianne-p3_4C,Marianne 11,North Slope,Pore-DAB*246,Pore-DAB*240,,,,,,,,15,4,,,,,,,,2,2
Petite Marianne-p3_4E,Marianne 11,North Slope,Pore-DAB*700,Pore-DAB*233,,,,,,,,4,4,,,,,,,,2,1
Petite Marianne-p3_4F,Marianne 11,North Slope,Pore-DAB*248,Pore-DAB*244,Pore-DAB*233,,,,,,,10,15,4,,,,,,,3,3
Petite Marianne-p3_4G,Marianne 11,North Slope,Pore-DAB*251,Pore-DAB*243,,,,,,,,15,4,,,,,,,,2,2
Petite Marianne-p3_4H,Marianne 11,North Slope,Pore-DAB*251,Pore-DAB*698,,,,,,,,15,15,,,,,,,,2,1
Petite Marianne-p3_5C,Marianne 11,North Slope,Pore-DAB*248,Pore-DAB*234,Pore-DAB*244,,,,,,,10,4,15,,,,,,,3,3
Petite Marianne-p3_5D,Marianne 11,North Slope,Pore-DAB*251,Pore-DAB*233,,,,,,,,15,4,,,,,,,,2,2
Petite Marianne-p3_5F,Marianne 11,North Slope,Pore-DAB*238,Pore-DAB*243,,,,,,,,4,4,,,,,,,,2,1
Petite Marianne-p3_5G,Marianne 11,North Slope,Pore-DAB*248,Pore-DAB*244,,,,,,,,10,15,,,,,,,,2,2
Petite Marianne-p3_5H,Marianne 11,North Slope,Pore-DAB*233,Pore-DAB*716,,,,,,,,4,4,,,,,,,,2,1
Petite Marianne-p3_6B,Marianne 11,North Slope,Pore-DAB*239,Pore-DAB*229,,,,,,,,4,15,,,,,,,,2,2
G020921,Paria 12,North Slope,Pore-DAB*251,Pore-DAB*250,Pore-DAB*568,Pore-DAB*641,Pore-DAB*249,,,,,15,3,3,9,9,,,,,5,3
G020922,Paria 12,North Slope,Pore-DAB*277,Pore-DAB*578,Pore-DAB*250,Pore-DAB*256,Pore-DAB*249,,,,,13,15,3,9,9,,,,,5,4
G020931,Paria 12,North Slope,Pore-DAB*251,Pore-DAB*250,Pore-DAB*623,Pore-DAB*249,Pore-DAB*256,,,,,15,3,3,9,9,,,,,5,3
G020932,Paria 12,North Slope,Pore-DAB*250,Pore-DAB*251,Pore-DAB*641,Pore-DAB*249,,,,,,3,15,9,9,,,,,,4,3
G020934,Paria 12,North Slope,Pore-DAB*250,Pore-DAB*251,Pore-DAB*568,Pore-DAB*249,Pore-DAB*256,,,,,3,15,3,9,9,,,,,5,3
G020936,Paria 12,North Slope,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G020939,Paria 12,North Slope,Pore-DAB*568,Pore-DAB*249,Pore-DAB*641,,,,,,,3,9,9,,,,,,,3,2
G020940,Paria 12,North Slope,Pore-DAB*250,Pore-DAB*251,Pore-DAB*256,Pore-DAB*249,,,,,,3,15,9,9,,,,,,4,3
G020941,Paria 12,North Slope,Pore-DAB*250,Pore-DAB*568,Pore-DAB*251,Pore-DAB*249,,,,,,3,3,15,9,,,,,,4,3
G020944,Paria 12,North Slope,Pore-DAB*245,Pore-DAB*251,Pore-DAB*250,Pore-DAB*623,Pore-DAB*249,,,,,15,15,3,3,9,,,,,5,3
G020947*,Paria 12,North Slope,Pore-DAB*251,Pore-DAB*250,Pore-DAB*249,,,,,,,15,3,9,,,,,,,3,3
G020948,Paria 12,North Slope,Pore-DAB*250,Pore-DAB*251,Pore-DAB*568,Pore-DAB*641,Pore-DAB*249,,,,,3,15,3,9,9,,,,,5,3
G020949,Paria 12,North Slope,Pore-DAB*250,Pore-DAB*249,Pore-DAB*251,Pore-DAB*568,,,,,,3,9,15,3,,,,,,4,3
G020950,Paria 12,North Slope,Pore-DAB*250,Pore-DAB*245,Pore-DAB*251,Pore-DAB*249,,,,,,3,15,15,9,,,,,,4,3
G020951,Paria 12,North Slope,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G020953,Paria 12,North Slope,Pore-DAB*250,Pore-DAB*249,Pore-DAB*251,Pore-DAB*568,,,,,,3,9,15,3,,,,,,4,3
G020162,Paria 3,North Slope,Pore-DAB*568,Pore-DAB*641,,,,,,,,3,9,,,,,,,,2,2
G020163,Paria 3,North Slope,Pore-DAB*245,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,15,3,15,9,,,,,,4,3
G020165,Paria 3,North Slope,Pore-DAB*250,Pore-DAB*277,Pore-DAB*251,Pore-DAB*249,,,,,,3,13,15,9,,,,,,4,4
G020166,Paria 3,North Slope,Pore-DAB*245,Pore-DAB*568,Pore-DAB*249,,,,,,,15,3,9,,,,,,,3,3
G020167,Paria 3,North Slope,Pore-DAB*245,Pore-DAB*277,Pore-DAB*256,,,,,,,15,13,9,,,,,,,3,3
G020169,Paria 3,North Slope,Pore-DAB*568,Pore-DAB*250,Pore-DAB*256,Pore-DAB*249,,,,,,3,3,9,9,,,,,,4,2
G020170,Paria 3,North Slope,Pore-DAB*250,Pore-DAB*568,Pore-DAB*256,,,,,,,3,3,9,,,,,,,3,2
G020171,Paria 3,North Slope,Pore-DAB*250,Pore-DAB*251,Pore-DAB*568,Pore-DAB*249,,,,,,3,15,3,9,,,,,,4,3
G020172,Paria 3,North Slope,Pore-DAB*568,Pore-DAB*249,Pore-DAB*256,,,,,,,3,9,9,,,,,,,3,2
G020173,Paria 3,North Slope,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,Pore-DAB*568,,,,,,3,15,9,3,,,,,,4,3
G020174,Paria 3,North Slope,Pore-DAB*250,Pore-DAB*256,Pore-DAB*568,Pore-DAB*251,,,,,,3,9,3,15,,,,,,4,3
G020176,Paria 3,North Slope,Pore-DAB*250,Pore-DAB*568,Pore-DAB*256,,,,,,,3,3,9,,,,,,,3,2
G020178,Paria 3,North Slope,Pore-DAB*245,Pore-DAB*568,Pore-DAB*256,Pore-DAB*249,,,,,,15,3,9,9,,,,,,4,3
G020179,Paria 3,North Slope,Pore-DAB*250,Pore-DAB*568,Pore-DAB*249,,,,,,,3,3,9,,,,,,,3,2
G020182,Paria 3,North Slope,Pore-DAB*568,Pore-DAB*620,Pore-DAB*250,Pore-DAB*256,Pore-DAB*249,,,,,3,3,3,9,9,,,,,5,2
G020184,Paria 3,North Slope,Pore-DAB*568,Pore-DAB*256,Pore-DAB*641,,,,,,,3,9,9,,,,,,,3,2
G020185,Paria 3,North Slope,Pore-DAB*250,Pore-DAB*568,Pore-DAB*570,Pore-DAB*256,Pore-DAB*641,,,,,3,3,3,9,9,,,,,5,2
G020961,Paria 13,North Slope,Pore-DAB*249,Pore-DAB*245,Pore-DAB*568,,,,,,,9,15,3,,,,,,,3,3
G020962,Paria 13,North Slope,Pore-DAB*216,Pore-DAB*251,Pore-DAB*250,Pore-DAB*120,Pore-DAB*641,Pore-DAB*249,,,,11,15,3,8,9,9,,,,6,5
G020963,Paria 13,North Slope,Pore-DAB*251,Pore-DAB*250,Pore-DAB*568,Pore-DAB*641,Pore-DAB*249,,,,,15,3,3,9,9,,,,,5,3
G020964,Paria 13,North Slope,Pore-DAB*245,Pore-DAB*251,Pore-DAB*250,Pore-DAB*641,Pore-DAB*249,,,,,15,15,3,9,9,,,,,5,3
G020965,Paria 13,North Slope,Pore-DAB*622,Pore-DAB*568,Pore-DAB*256,,,,,,,10,3,9,,,,,,,3,3
G020966,Paria 13,North Slope,Pore-DAB*251,Pore-DAB*250,Pore-DAB*256,,,,,,,15,3,9,,,,,,,3,3
G020967,Paria 13,North Slope,Pore-DAB*245,Pore-DAB*249,,,,,,,,15,9,,,,,,,,2,2
G020968,Paria 13,North Slope,Pore-DAB*249,Pore-DAB*250,Pore-DAB*251,Pore-DAB*568,,,,,,9,3,15,3,,,,,,4,3
G020969,Paria 13,North Slope,Pore-DAB*245,Pore-DAB*622,Pore-DAB*251,Pore-DAB*249,Pore-DAB*641,,,,,15,10,15,9,9,,,,,5,3
G020970,Paria 13,North Slope,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G020971,Paria 13,North Slope,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G020972,Paria 13,North Slope,Pore-DAB*245,Pore-DAB*249,,,,,,,,15,9,,,,,,,,2,2
G020973,Paria 13,North Slope,Pore-DAB*245,Pore-DAB*277,Pore-DAB*249,Pore-DAB*322,,,,,,15,13,9,3,,,,,,4,4
G020974,Paria 13,North Slope,Pore-DAB*250,Pore-DAB*251,Pore-DAB*641,,,,,,,3,15,9,,,,,,,3,3
G020975,Paria 13,North Slope,Pore-DAB*250,Pore-DAB*245,Pore-DAB*251,Pore-DAB*641,,,,,,3,15,15,9,,,,,,4,3
G020976,Paria 13,North Slope,Pore-DAB*245,Pore-DAB*249,,,,,,,,15,9,,,,,,,,2,2
G020977,Paria 13,North Slope,Pore-DAB*216,Pore-DAB*576,Pore-DAB*120,Pore-DAB*250,Pore-DAB*249,Pore-DAB*641,,,,11,15,8,3,9,9,,,,6,5
G020978,Paria 13,North Slope,Pore-DAB*245,Pore-DAB*251,Pore-DAB*621,,,,,,,15,15,3,,,,,,,3,2
G020979,Paria 13,North Slope,Pore-DAB*251,Pore-DAB*250,Pore-DAB*249,,,,,,,15,3,9,,,,,,,3,3
G020981*,Paria 13,North Slope,Pore-DAB*250,Pore-DAB*245,Pore-DAB*568,Pore-DAB*249,Pore-DAB*256,,,,,3,15,3,9,9,,,,,5,3
G020982,Paria 13,North Slope,Pore-DAB*245,Pore-DAB*249,,,,,,,,15,9,,,,,,,,2,2
G020983,Paria 13,North Slope,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G020984,Paria 13,North Slope,Pore-DAB*277,Pore-DAB*249,Pore-DAB*568,,,,,,,13,9,3,,,,,,,3,3
G020985,Paria 13,North Slope,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,Pore-DAB*641,,,,,,3,15,9,9,,,,,,4,3
G020986,Paria 13,North Slope,Pore-DAB*250,Pore-DAB*251,Pore-DAB*568,Pore-DAB*249,Pore-DAB*641,,,,,3,15,3,9,9,,,,,5,3
G020987,Paria 13,North Slope,Pore-DAB*216,Pore-DAB*250,Pore-DAB*120,Pore-DAB*251,Pore-DAB*249,Pore-DAB*631,,,,11,3,8,15,9,9,,,,6,5
G020988,Paria 13,North Slope,Pore-DAB*245,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,Pore-DAB*256,,,,,15,3,15,9,9,,,,,5,3
G020989,Paria 13,North Slope,Pore-DAB*568,Pore-DAB*256,Pore-DAB*249,,,,,,,3,9,9,,,,,,,3,2
G020990,Paria 13,North Slope,Pore-DAB*277,Pore-DAB*250,Pore-DAB*543,Pore-DAB*249,,,,,,13,3,5,9,,,,,,4,4
G020991,Paria 13,North Slope,Pore-DAB*251,Pore-DAB*250,Pore-DAB*249,Pore-DAB*568,,,,,,15,3,9,3,,,,,,4,3
G020992,Paria 13,North Slope,Pore-DAB*250,Pore-DAB*576,Pore-DAB*251,Pore-DAB*249,Pore-DAB*641,,,,,3,15,15,9,9,,,,,5,3
G020993,Paria 13,North Slope,Pore-DAB*250,Pore-DAB*641,Pore-DAB*576,Pore-DAB*251,,,,,,3,9,15,15,,,,,,4,3
G100166P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,Pore-DAB*103,,,,,,3,15,9,9,,,,,,4,3
G100167P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G100168P7,Paria 7,Oropouche,Pore-DAB*408,Pore-DAB*369,Pore-DAB*249,Pore-DAB*249,,,,,,10,6,9,9,,,,,,4,3
G100169P7,Paria 7,Oropouche,Pore-DAB*436,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,13,3,15,9,,,,,,4,4
G100170P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G100171P7,Paria 7,Oropouche,Pore-DAB*408,Pore-DAB*250,Pore-DAB*251,Pore-DAB*369,Pore-DAB*249,,,,,10,3,15,6,9,,,,,5,5
G100172P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*251,,,,,,,,3,15,,,,,,,,2,2
G100173P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G100174P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*251,Pore-DAB*277,Pore-DAB*249,,,,,,3,15,13,9,,,,,,4,4
G100175P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G100176P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G100177P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G100178P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G100179P7,Paria 7,Oropouche,Pore-DAB*408,Pore-DAB*250,Pore-DAB*249,Pore-DAB*369,Pore-DAB*251,,,,,10,3,9,6,15,,,,,5,5
G100180P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G100181P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G100182P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G100183P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G100184P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*277,Pore-DAB*251,Pore-DAB*249,,,,,,3,13,15,9,,,,,,4,4
G100185P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*277,Pore-DAB*251,Pore-DAB*249,,,,,,3,13,15,9,,,,,,4,4
G100186P7,Paria 7,Oropouche,Pore-DAB*408,Pore-DAB*382,Pore-DAB*369,Pore-DAB*430,Pore-DAB*251,Pore-DAB*249,,,,10,8,6,3,15,9,,,,6,6
G100186-P7,Paria 7,North Slope,Pore-DAB*408,Pore-DAB*251,Pore-DAB*430,Pore-DAB*382,Pore-DAB*369,Pore-DAB*249,,,,10,15,3,8,6,9,,,,6,6
G100187P7,Paria 7,Oropouche,Pore-DAB*251,Pore-DAB*250,Pore-DAB*430,Pore-DAB*249,,,,,,15,3,3,9,,,,,,4,3
G100188P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G100189P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G100190P7,Paria 7,Oropouche,Pore-DAB*277,Pore-DAB*249,,,,,,,,13,9,,,,,,,,2,2
G100191P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G100192P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G100193P7,Paria 7,Oropouche,Pore-DAB*408,Pore-DAB*382,Pore-DAB*250,Pore-DAB*369,Pore-DAB*251,Pore-DAB*249,,,,10,8,3,6,15,9,,,,6,6
G100193-P7,Paria 7,North Slope,Pore-DAB*408,Pore-DAB*251,Pore-DAB*382,Pore-DAB*517,Pore-DAB*369,Pore-DAB*249,,,,10,15,8,3,6,9,,,,6,6
G100194P7,Paria 7,Oropouche,Pore-DAB*408,Pore-DAB*250,Pore-DAB*369,Pore-DAB*251,Pore-DAB*249,,,,,10,3,6,15,9,,,,,5,5
G100195P7,Paria 7,Oropouche,Pore-DAB*236,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,Pore-DAB*371,,,,,5,3,15,9,9,,,,,5,4
G100196P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*277,Pore-DAB*251,Pore-DAB*249,,,,,,3,13,15,9,,,,,,4,4
G100197P7,Paria 7,Oropouche,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G020521,Paria 8,North Slope,Pore-DAB*251,Pore-DAB*250,Pore-DAB*249,,,,,,,15,3,9,,,,,,,3,3
G020522,Paria 8,North Slope,Pore-DAB*216,Pore-DAB*251,Pore-DAB*120,Pore-DAB*250,Pore-DAB*371,Pore-DAB*249,,,,11,15,8,3,9,9,,,,6,5
G020523,Paria 8,North Slope,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G020524,Paria 8,North Slope,Pore-DAB*216,Pore-DAB*250,Pore-DAB*251,Pore-DAB*120,Pore-DAB*249,,,,,11,3,15,8,9,,,,,5,5
G020525,Paria 8,North Slope,Pore-DAB*251,Pore-DAB*250,Pore-DAB*249,,,,,,,15,3,9,,,,,,,3,3
G020526,Paria 8,North Slope,Pore-DAB*216,Pore-DAB*251,Pore-DAB*120,Pore-DAB*250,Pore-DAB*249,,,,,11,15,8,3,9,,,,,5,5
G020527,Paria 8,North Slope,Pore-DAB*277,Pore-DAB*249,Pore-DAB*250,Pore-DAB*251,,,,,,13,9,3,15,,,,,,4,4
G020528,Paria 8,North Slope,Pore-DAB*216,Pore-DAB*249,Pore-DAB*251,Pore-DAB*120,Pore-DAB*250,,,,,11,9,15,8,3,,,,,5,5
G020530,Paria 8,North Slope,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,Pore-DAB*371,,,,,,3,15,9,9,,,,,,4,3
G020531,Paria 8,North Slope,Pore-DAB*250,Pore-DAB*277,Pore-DAB*251,,,,,,,3,13,15,,,,,,,3,3
G020532,Paria 8,North Slope,Pore-DAB*277,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,13,3,15,9,,,,,,4,4
G020533,Paria 8,North Slope,Pore-DAB*251,Pore-DAB*250,Pore-DAB*249,,,,,,,15,3,9,,,,,,,3,3
G020536,Paria 8,North Slope,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,,3,15,9,,,,,,,3,3
G020537,Paria 8,North Slope,Pore-DAB*277,Pore-DAB*249,Pore-DAB*250,Pore-DAB*251,,,,,,13,9,3,15,,,,,,4,4
G020544,Paria 8,North Slope,Pore-DAB*277,Pore-DAB*250,Pore-DAB*251,Pore-DAB*249,,,,,,13,3,15,9,,,,,,4,4
G020545,Paria 8,North Slope,Pore-DAB*277,Pore-DAB*249,Pore-DAB*251,Pore-DAB*250,,,,,,13,9,15,3,,,,,,4,4
G020547,Paria 8,North Slope,Pore-DAB*250,Pore-DAB*251,,,,,,,,3,15,,,,,,,,2,2
G020548,Paria 8,North Slope,Pore-DAB*216,Pore-DAB*251,Pore-DAB*430,Pore-DAB*120,Pore-DAB*249,,,,,11,15,3,8,9,,,,,5,5
G020550,Paria 8,North Slope,Pore-DAB*250,Pore-DAB*249,Pore-DAB*277,Pore-DAB*251,,,,,,3,9,13,15,,,,,,4,4
G020552,Paria 8,North Slope,Pore-DAB*216,Pore-DAB*249,Pore-DAB*120,Pore-DAB*250,Pore-DAB*251,,,,,11,9,8,3,15,,,,,5,5
Sha10,Shark river,North Slope,Pore-DAB*260,Pore-DAB*394,Pore-DAB*206,Pore-DAB*371,,,,,,14,14,9,9,,,,,,4,2
Sha11,Shark river,North Slope,Pore-DAB*260,Pore-DAB*302,Pore-DAB*206,Pore-DAB*371,,,,,,14,14,9,9,,,,,,4,2
Sha12,Shark river,North Slope,Pore-DAB*302,Pore-DAB*371,Pore-DAB*206,,,,,,,14,9,9,,,,,,,3,2
Sha13,Shark river,North Slope,Pore-DAB*302,Pore-DAB*371,Pore-DAB*206,,,,,,,14,9,9,,,,,,,3,2
Sha14,Shark river,North Slope,Pore-DAB*260,Pore-DAB*371,,,,,,,,14,9,,,,,,,,2,2
Sha15,Shark river,North Slope,Pore-DAB*302,Pore-DAB*206,,,,,,,,14,9,,,,,,,,2,2
Sha16,Shark river,North Slope,Pore-DAB*206,Pore-DAB*371,,,,,,,,9,9,,,,,,,,2,1
Sha17,Shark river,North Slope,Pore-DAB*302,Pore-DAB*206,,,,,,,,14,9,,,,,,,,2,2
Sha18,Shark river,North Slope,Pore-DAB*302,Pore-DAB*206,,,,,,,,14,9,,,,,,,,2,2
Sha19,Shark river,North Slope,Pore-DAB*302,Pore-DAB*206,,,,,,,,14,9,,,,,,,,2,2
Sha20,Shark river,North Slope,Pore-DAB*302,Pore-DAB*206,Pore-DAB*371,,,,,,,14,9,9,,,,,,,3,2
Sha21,Shark river,North Slope,Pore-DAB*260,Pore-DAB*206,Pore-DAB*371,,,,,,,14,9,9,,,,,,,3,2
Sha22,Shark river,North Slope,Pore-DAB*302,Pore-DAB*206,Pore-DAB*371,,,,,,,14,9,9,,,,,,,3,2
Sha23,Shark river,North Slope,Pore-DAB*302,Pore-DAB*206,,,,,,,,14,9,,,,,,,,2,2
Sha24,Shark river,North Slope,Pore-DAB*302,Pore-DAB*206,Pore-DAB*371,,,,,,,14,9,9,,,,,,,3,2
Sha25,Shark river,North Slope,Pore-DAB*302,Pore-DAB*206,,,,,,,,14,9,,,,,,,,2,2
Sha26,Shark river,North Slope,Pore-DAB*302,Pore-DAB*206,,,,,,,,14,9,,,,,,,,2,2
